id,b,c,v,t
3014006,3,14,6,"`as to' the living bird, he taketh it, and the cedar wood, and the scarlet, and the hyssop, and hath dipped them and the living bird in the blood of the slaughtered bird, over the running water,"
3014007,3,14,7,"and he hath sprinkled on him who is to be cleansed from the leprosy seven times, and hath pronounced him clean, and hath sent out the living bird on the face of the field."
3014008,3,14,8,"`And he who is to be cleansed hath washed his garments, and hath shaved all his hair, and hath bathed with water, and hath been clean, and afterwards he doth come in unto the camp, and hath dwelt at the outside of his tent seven days."
3014009,3,14,9,"`And it hath been, on the seventh day -- he shaveth all his hair, his head, and his beard, and his eyebrows, even all his hair he doth shave, and he hath washed his garments, and hath bathed his flesh with water, and hath been clean."
3014010,3,14,10,"`And on the eighth day he taketh two lambs, perfect ones, and one ewe-lamb, daughter of a year, a perfect one, and three tenth deals of flour `for' a present, mixed with oil, and one log of oil."
3014011,3,14,11,"`And the priest who is cleansing hath caused the man who is to be cleansed to stand with them before Jehovah, at the opening of the tent of meeting,"
3014012,3,14,12,"and the priest hath taken the one he-lamb, and hath brought it near for a guilt-offering, also the log of oil, and hath waved them -- a wave offering before Jehovah."
3014013,3,14,13,"`And he hath slaughtered the lamb in the place where he slaughtereth the sin-offering and the burnt-offering, in the holy place; for like the sin-offering the guilt-offering is to the priest; it `is' most holy."
3014014,3,14,14,"`And the priest hath taken of the blood of the guilt-offering, and the priest hath put on the tip of the right ear of him who is to be cleansed, and on the thumb of his right hand, and on the great toe of his right foot;"
3014015,3,14,15,"and the priest hath taken of the log of oil, and hath poured on the left palm of the priest,"
3014016,3,14,16,"and the priest hath dipped his right finger in the oil which `is' on his left palm, and hath sprinkled of the oil with his finger seven times before Jehovah."
3014017,3,14,17,"`And of the residue of the oil which `is' on his palm, the priest putteth on the tip of the right ear of him who is to be cleansed, and on the thumb of his right hand, and on the great toe of his right foot, on the blood of the guilt-offering;"
3014018,3,14,18,"and the remnant of the oil which `is' on the palm of the priest, he putteth on the head of him who is to be cleansed, and the priest hath made atonement for him before Jehovah."
3014019,3,14,19,"`And the priest hath made the sin-offering, and hath made atonement for him who is to be cleansed from his uncleanness, and afterwards he doth slaughter the burnt-offering;"
3014020,3,14,20,"and the priest hath caused the burnt-offering to ascend, also the present, on the altar, and the priest hath made atonement for him, and he hath been clean."
3014021,3,14,21,"`And if he `is' poor, and his hand is not reaching `these things', then he hath taken one lamb -- a guilt-offering, for a wave-offering, to make atonement for him, and one-tenth deal of flour mixed with oil for a present, and a log of oil,"
3014022,3,14,22,"and two turtle-doves, or two young pigeons, which his hand reacheth to, and one hath been a sin-offering, and the one a burnt-offering;"
3014023,3,14,23,"and he hath brought them in on the eighth day for his cleansing unto the priest, unto the opening of the tent of meeting, before Jehovah."
3014024,3,14,24,"`And the priest hath taken the lamb of the guilt-offering, and the log of oil, and the priest hath waved them -- a wave-offering before Jehovah;"
3014025,3,14,25,"and he hath slaughtered the lamb of the guilt-offering, and the priest hath taken of the blood of the guilt-offering, and hath put on the tip of the right ear of him who is to be cleansed, and on the thumb of his right hand, and on the great toe of his right foot;"
3014026,3,14,26,and the priest doth pour of the oil on the left palm of the priest;
3014027,3,14,27,"and the priest hath sprinkled with his right finger of the oil which `is' on his left palm, seven times before Jehovah."
3014028,3,14,28,"`And the priest hath put of the oil which `is' on his palm, on the tip of the right ear of him who is to be cleansed, and on the thumb of his right hand, and on the great toe of his right foot, on the place of the blood of the guilt-offering;"
3014029,3,14,29,"and the remnant of the oil which `is' on the palm of the priest he doth put on the head of him who is to be cleansed, to make atonement for him, before Jehovah."
3014030,3,14,30,"`And he hath made the one of the turtle-doves, or of the young pigeons (from that which his hand reacheth to,"
3014031,3,14,31,"`even' that which his hand reacheth to), the one a sin-offering, and the one a burnt offering, besides the present, and the priest hath made atonement for him who is to be cleansed before Jehovah."
3014032,3,14,32,"This `is' a law of him in whom `is' a plague of leprosy, whose hand reacheth not to his cleansing.'"
3014033,3,14,33,"And Jehovah speaketh unto Moses, and unto Aaron, saying,"
3014034,3,14,34,"`When ye come in unto the land of Canaan, which I am giving to you for a possession, and I have put a plague of leprosy in a house `in' the land of your possession;"
3014035,3,14,35,"then hath he whose the house `is' come in and declared to the priest, saying, As a plague hath appeared to me in the house;"
3014036,3,14,36,"and the priest hath commanded, and they have prepared the house before the priest cometh in to see the plague (that all which `is' in the house be not unclean), and afterwards doth the priest come in to see the house;"
3014037,3,14,37,"and he hath seen the plague, and lo, the plague `is' in the walls of the house, hollow strakes, very green or very red, and their appearance `is' lower than the wall,"
3014038,3,14,38,"and the priest hath gone out of the house unto the opening of the house, and hath shut up the house seven days."
3014039,3,14,39,"`And the priest hath turned back on the seventh day, and hath seen, and lo, the plague hath spread in the walls of the house,"
3014040,3,14,40,"and the priest hath commanded, and they have drawn out the stones in which the plague `is', and have cast them unto the outside of the city, unto an unclean place;"
3014041,3,14,41,"and the house he doth cause to be scraped within round about, and they have poured out the clay which they have scraped off, at the outside of the city, at an unclean place;"
3014042,3,14,42,"and they have taken other stones, and brought `them' in unto the place of the stones, and other clay he taketh and hath daubed the house."
3014043,3,14,43,"`And if the plague return, and hath broken out in the house, after he hath drawn out the stones, and after the scraping of the house, and after the daubing;"
3014044,3,14,44,"then hath the priest come in and seen, and lo, the plague hath spread in the house; it `is' a fretting leprosy in the house; it `is' unclean."
3014045,3,14,45,"`And he hath broken down the house, its stones, and its wood, and all the clay of the house, and he hath brought `them' forth unto the outside of the city, unto an unclean place."
3014046,3,14,46,"`And he who is going in unto the house all the days he hath shut it up, is unclean till the evening;"
3014047,3,14,47,and he who is lying in the house doth wash his garments; and he who is eating in the house doth wash his garments.
3014048,3,14,48,"`And if the priest certainly come in, and hath seen, and lo, the plague hath not spread in the house after the daubing of the house, then hath the priest pronounced the house clean, for the plague hath been healed."
3014049,3,14,49,"`And he hath taken for the cleansing of the house two birds, and cedar wood, and scarlet, and hyssop;"
3014050,3,14,50,"and he hath slaughtered the one bird upon an earthen vessel, over running water;"
3014051,3,14,51,"and he hath taken the cedar wood, and the hyssop, and the scarlet, and the living bird, and hath dipped them in the blood of the slaughtered bird, and in the running water, and hath sprinkled upon the house seven times."
3014052,3,14,52,"`And he hath cleansed the house with the blood of the bird, and with the running water, and with the living bird, and with the cedar wood, and with the hyssop, and with the scarlet;"
3014053,3,14,53,"and he hath sent away the living bird unto the outside of the city unto the face of the field, and hath made atonement for the house, and it hath been clean."
3014054,3,14,54,"`This `is' the law for every plague of the leprosy and for scall,"
3014055,3,14,55,"and for leprosy of a garment, and of a house,"
3014056,3,14,56,"and for a rising, and for a scab, and for a bright spot, --"
3014057,3,14,57,"to direct in the day of being unclean, and in the day of being clean; this `is' the law of the leprosy.'"
3015001,3,15,1,"And Jehovah speaketh unto Moses, and unto Aaron, saying,"
3015002,3,15,2,"`Speak unto the sons of Israel, and ye have said unto them, When there is an issue out of the flesh of any man, `for' his issue he `is' unclean;"
3015003,3,15,3,"and this is his uncleanness in his issue -- his flesh hath run with his issue, or his flesh hath stopped from his issue; it `is' his uncleanness."
